neighborhood_id,neighborhood,latitude,longitude
6784,78704,30.23082,-97.77693
6785,78746,30.31047,-97.80294
6786,78751,30.30249,-97.73388
6787,78751,30.30073,-97.73383
6788,78751,30.30248,-97.73558
6789,78704,30.237497,-97.755234
6790,78739,30.15496,-97.86883
6791,78704,30.24159,-97.74217
6792,78721,30.25659,-97.68553
6793,78721,30.27994,-97.68342
6794,78741,30.2407,-97.7346
6795,78704,30.25401,-97.76539
6796,78753,30.37522,-97.688
6797,78722,30.28458,-97.72016
6798,78704,30.23513,-97.74097
6799,78705,30.29611,-97.72843
6800,78749,30.20732,-97.85126
6801,78745,30.22614,-97.78875
6802,78757,30.33998,-97.72677
6803,78748,30.15316,-97.80451
6804,78704,30.24478,-97.74997
6805,78705,30.28526,-97.74766
6806,78745,30.21908,-97.77274
6807,78752,30.32604,-97.70441
6808,78745,30.21685,-97.77309
6809,78724,30.25737,-97.57842
6810,78702,30.27818,-97.7161
6811,78741,30.22525,-97.70622
6812,78741,30.22459,-97.70421
6813,78744,30.16228,-97.6938
6814,78741,30.227541,-97.736877
6815,78722,30.28826,-97.71987
6816,78734,30.4292,-97.94534
6817,78702,30.2524,-97.72474
6818,78737,30.21491,-97.8989
6819,78722,30.2879,-97.72005
6820,78704,30.23972,-97.77766
6821,78747,30.15852535,-97.73962311
6822,78702,30.2593,-97.72317
6823,78702,30.25411,-97.71428
6824,78741,30.22988,-97.71927
6825,78741,30.21939,-97.70767
6826,78704,30.23658,-97.77779
6827,78732,30.33097,-97.92767
6828,78744,30.18723,-97.76196
6829,78703,30.27397,-97.76176
6830,78704,30.23839,-97.78697
6831,78722,30.28426,-97.70658
6832,78703,30.29307,-97.77474
6833,78752,30.32966,-97.7023
6834,78729,30.44405,-97.74914
6835,78729,30.44215,-97.7484
6836,78704,30.23914,-97.78669
6837,78746,30.26313,-97.80833
6838,78703,30.27302,-97.75471
6839,78704,30.237497,-97.755234
6840,78702,30.26815,-97.72118
6841,78757,30.35451,-97.72781
6842,78747,30.14463205,-97.79201246
6843,78747,30.14484,-97.792
6844,78704,30.23774,-97.78877
6845,78748,30.17238,-97.81906
6846,78702,30.25679,-97.73578
6847,78704,30.24696,-97.75202
6848,78702,30.25234,-97.69301
6849,78744,30.16505,-97.72669
6850,78702,30.25398,-97.69396
6851,78702,30.27126,-97.72285
6852,78744,30.18558,-97.75172
6853,78702,30.27373,-97.71703
6854,78721,30.273638,-97.695435
6855,78732,30.35382,-97.91103
6856,78735,30.24731,-97.8303
6857,78744,30.19933,-97.69235
6858,78746,30.32848,-97.78968
6859,78753,30.39089,-97.6633
6860,78704,30.25559,-97.74338
6861,78704,30.23791,-97.77735
6862,78704,30.24398,-97.78597
6863,78704,30.24922,-97.7815
6864,78721,30.27292,-97.68441
6865,78702,30.2538,-97.69433
6866,78729,30.43925,-97.77092
6867,78741,30.22411,-97.72123
6868,78704,30.23787,-97.78813
6869,78752,30.32832,-97.70388
6870,78722,30.29136,-97.70843
6871,78751,30.30267,-97.72028
6872,78746,30.25876,-97.79363
6873,78723,30.30261,-97.70263
6874,78721,30.25698,-97.68204
6875,78702,30.26488,-97.70601
6876,78741,30.229862,-97.738167
6877,78702,30.2656,-97.70231
6878,78704,30.24141,-97.78397
6879,78702,30.25516,-97.7249
6880,78704,30.237497,-97.755234
6881,78748,30.1536663,-97.80012625
6882,78745,30.20904,-97.78582
6883,78704,30.24906,-97.75047
6884,78758,30.39715,-97.72772
6885,78745,30.2133,-97.80818
6886,78741,30.22916,-97.71257
6887,78745,30.20814,-97.76987
6888,78701,30.26494,-97.74135
6889,78749,30.22276,-97.87574
6890,78703,30.27867,-97.75218
6891,78704,30.237497,-97.755234
6892,78734,30.37907,-97.92467
6893,78728,30.44475,-97.69309
6894,78721,30.28224,-97.68233
6895,78704,30.24928,-97.77802
6896,78702,30.26183,-97.71111
6897,78747,30.13908,-97.76344
6898,78758,30.38698,-97.70032
6899,78758,30.39899,-97.72408
6900,78702,30.26018,-97.72883
6901,78758,30.3805567,-97.695322
6902,78725,30.23033,-97.58626
6903,78704,30.23793,-97.78887
6904,78704,30.237497,-97.755234
6905,78756,30.3227,-97.73924
6906,78756,30.32156,-97.74121
6907,78749,30.17945,-97.85903
6908,78756,30.32245,-97.73908
6909,78704,30.23263,-97.77642
6910,78704,30.25012,-97.77465
6911,78701,30.28028,-97.7428
6912,78752,30.341,-97.71674
6913,78703,30.28329,-97.7715
6914,78704,30.237497,-97.755234
6915,78702,30.27596,-97.70253
6916,78741,30.22578,-97.70415
6917,78754,30.38042,-97.64959
6918,78725,30.23158,-97.58608
6919,78702,30.2523,-97.69288
6920,78736,30.23263285,-97.92745584
6921,78721,30.27406,-97.68706
6922,78703,30.273853,-97.753761
6923,78723,30.30339,-97.7015
6924,78703,30.2835,-97.76197
6925,78741,30.2399,-97.73076
6926,78721,30.26868,-97.68245
6927,78752,30.32317,-97.71385
6928,78723,30.29655,-97.69
6929,78723,30.29826,-97.68878
6930,78745,30.22665,-97.79867
6931,78704,30.237497,-97.755234
6932,78701,30.27268,-97.74704
6933,78704,30.237497,-97.755234
6934,78704,30.25832,-97.76218
6935,78704,30.237497,-97.755234
6936,78723,30.29533,-97.69761
6937,78741,30.22665,-97.70573
6938,78745,30.1966,-97.81347
6939,78741,30.2361,-97.73096
6940,78745,30.21693,-97.77992
6941,78721,30.27588,-97.68177
6942,78758,30.35752,-97.71321
6943,78734,30.42174,-97.94402
6944,78705,30.30066,-97.7339
6945,78751,30.30285,-97.73442
6946,78751,30.30211,-97.73384
6947,78744,30.16405,-97.72095
6948,78756,30.31629,-97.74267
6949,78728,30.435804,-97.676132
6950,78741,30.2316,-97.73517
6951,78734,30.35448,-97.97147
6952,78735,30.25066376,-97.84246826
6953,78702,30.27293,-97.72993
6954,78704,30.26088,-97.77533
6955,78734,30.4048,-97.91065
6956,78758,30.40213,-97.72367
6957,78756,30.32483,-97.73078
6958,78704,30.23715,-97.78463
6959,78702,30.25209,-97.69386
6960,78704,30.24488339,-97.76281559
6961,78746,30.32543,-97.77881
6962,78759,30.39528,-97.75131
6963,78752,30.32855,-97.7025
6964,78703,30.28652,-97.77097
6965,78702,30.27645,-97.72169
6966,78703,30.27956,-97.76632
6967,78748,30.15257,-97.80745
6968,78737,30.16452,-98.00297
6969,78704,30.25383,-97.77196
6970,78702,30.25634,-97.71995
6971,78728,30.4705,-97.69029
6972,78728,30.46881,-97.68951
6973,78741,30.2227,-97.72706
6974,78750,30.4552,-97.80032
6975,78746,30.31724,-97.7987
6976,78746,30.3149,-97.79888
6977,78702,30.28077,-97.70497
6978,78741,30.22397,-97.69156
6979,78704,30.2346,-97.75124
6980,78702,30.25892,-97.70106
6981,78734,30.38595,-97.94476
6982,78704,30.23932,-97.74219
6983,78741,30.23427,-97.73099
6984,78754,30.35844,-97.61563
6985,78747,30.1311,-97.77038
6986,78746,30.29242,-97.83479
6987,78758,30.36212,-97.70393
6988,78736,30.24012375,-97.89633179
6989,78745,30.2146358,-97.76270308
6990,78702,30.25395,-97.69333
6991,78702,30.25221,-97.69313
6992,78702,30.2539,-97.69419
6993,78704,30.23804,-97.77566
6994,78747,30.16478,-97.74031
6995,78756,30.3173,-97.74124
6996,78749,30.2249,-97.86321
6997,78703,30.27952,-97.76673
6998,78750,30.46037,-97.8019
6999,78744,30.20347,-97.7525
7000,78723,30.30102,-97.6995
7001,78741,30.226,-97.7043
7002,78721,30.25558,-97.68681
7003,78704,30.25353,-97.76877
7004,78734,30.408251,-97.92588
7005,78704,30.25989,-97.75657
7006,78758,30.41209,-97.69672
7007,78745,30.2187,-97.77732
7008,78702,30.25131,-97.71751
7009,78754,30.35928,-97.61404
7010,78723,30.29389,-97.68082
7011,78745,30.21293,-97.7794
7012,78746,30.28467,-97.83615
7013,78705,30.282854,-97.744896
7014,78705,30.282854,-97.744896
7015,78705,30.28375,-97.74609
7016,78705,30.282854,-97.744896
7017,78705,30.282854,-97.744896
7018,78705,30.282854,-97.744896
7019,78704,30.24556,-97.75611
7020,78741,30.219,-97.70817
7021,78753,30.41125,-97.68064
7022,78736,30.23591,-97.92414
7023,78702,30.25569,-97.71267
7024,78744,30.15831,-97.72576
7025,78731,30.35914,-97.7615
7026,78745,30.20154,-97.78841
7027,78704,30.24831,-97.74973
7028,78701,30.25976,-97.73819
7029,78744,30.17921,-97.75328
7030,78723,30.30014,-97.70181
7031,78704,30.24364,-97.78223
7032,78702,30.26318708,-97.70856293
7033,78704,30.24621,-97.77833
7034,78721,30.270916,-97.685677
7035,78734,30.42785,-97.92258
7036,78752,30.32806,-97.70393
7037,78744,30.1859,-97.74297
7038,78752,30.33038,-97.70251
7039,78752,30.32849,-97.70444
7040,78729,30.4523,-97.78148
7041,78702,30.26386,-97.71445
7042,78704,30.23191,-97.77655
7043,78745,30.22282,-97.78123
7044,78741,30.23352,-97.7352
7045,78756,30.31982,-97.7326
7046,78733,30.32756,-97.86186
7047,78733,30.3514,-97.86352
7048,78737,30.209232,-97.951118
7049,78704,30.23974,-97.74804
7050,78737,30.209152,-97.951096
7051,78745,30.22366,-97.80272
7052,78757,30.36477,-97.72208
7053,78727,30.41707,-97.68708
7054,78704,30.238747,-97.779388
7055,78749,30.22854,-97.84159
7056,78753,30.38178,-97.66453
7057,78723,30.30545,-97.70255
7058,78723,30.30262,-97.69189
7059,78744,30.19603,-97.74722
7060,78702,30.26207,-97.73064
7061,78721,30.26832,-97.68897
7062,78744,30.15855,-97.72441
7063,78752,30.33036,-97.70427
7064,78704,30.24688,-97.75726
7065,78721,30.26719,-97.68738
7066,78744,30.1995,-97.73595
7067,78745,30.21818,-97.79514
7068,78741,30.22946,-97.71282
7069,78748,30.1573391,-97.79855347
7070,78745,30.20936966,-97.8131485
7071,78744,30.20056,-97.69256
7072,78721,30.28039,-97.68458
7073,78746,30.26701,-97.8032
7074,78704,30.23891,-97.74482
7075,78703,30.2752,-97.75854
7076,78731,30.34765,-97.75763
7077,78734,30.36031,-97.95314
7078,78737,30.18559,-97.94486
7079,78745,30.21274,-97.78175
7080,78702,30.25582,-97.71339
7081,78759,30.39564,-97.75132
7082,78704,30.245148,-97.752388
7083,78737,30.20927,-97.951027
7084,78744,30.15824,-97.7232
7085,78752,30.33012,-97.70435
7086,78745,30.20206,-97.81349
7087,78752,30.32806,-97.70279
7088,78752,30.32829,-97.70383
7089,78721,30.2641,-97.69042
7090,78704,30.25499,-97.74659
7091,78704,30.2511692,-97.77922058
7092,78704,30.22424,-97.75556
7093,78704,30.23343,-97.78143
7094,78702,30.25601,-97.71247
7095,78722,30.28813,-97.70806
7096,78704,30.23957,-97.7839
7097,78745,30.22847,-97.80115
7098,78721,30.271,-97.687
7099,78705,30.29208,-97.72632
7100,78741,30.2331,-97.7325
7101,78705,30.29394,-97.72502
7102,78732,30.41466,-97.88983
7103,78758,30.360781,-97.713432
7104,78752,30.32813,-97.70313
7105,78702,30.26201,-97.69679
7106,78705,30.28754,-97.74604
7107,78745,30.20558021,-97.81304812
7108,78754,30.35457,-97.65972
7109,78754,30.35653,-97.65926
7110,78745,30.2185,-97.78287
7111,78727,30.41942,-97.68631
7112,78704,30.25265877,-97.77076432
7113,78704,30.24783,-97.78186
7114,78745,30.21062,-97.7829
7115,78752,30.32129,-97.7125
7116,78723,30.29798,-97.69013
7117,78751,30.30131,-97.73358
7118,78723,30.29656,-97.69027
7119,78758,30.39553,-97.70126
7120,78702,30.25771,-97.71489
7121,78732,30.415972,-97.900588
7122,78732,30.350924,-97.869556
7123,78705,30.30037,-97.74378
7124,78704,30.254,-97.78393
7125,78733,30.34674,-97.85852
7126,78702,30.25844,-97.72376
7127,78702,30.25654,-97.72375
7128,78721,30.27151,-97.68643
7129,78702,30.25859,-97.72388
7130,78724,30.30106,-97.64286
7131,78753,30.35901,-97.69497
7132,78701,30.25867,-97.73972
7133,78701,30.27239,-97.74684
7134,78745,30.1932,-97.78431
7135,78744,30.16596,-97.76975
7136,78703,30.27574,-97.76122
7137,78724,30.26376,-97.58516
7138,78741,30.23825264,-97.73566437
7139,78741,30.23825264,-97.73566437
7140,78753,30.38386,-97.66973
7141,78757,30.36606,-97.72161
7142,78702,30.26671988,-97.7203891
7143,78702,30.26699,-97.70919
7144,78702,30.2765,-97.71289
7145,78702,30.26419,-97.7143
7146,78702,30.2753,-97.72767
7147,78702,30.25727,-97.72263
7148,78744,30.17151,-97.72999
7149,78729,30.46327,-97.77814
7150,78741,30.23867,-97.73005
7151,78704,30.24373,-97.76369
7152,78704,30.25466,-97.77204
7153,78741,30.23825264,-97.73566437
7154,78741,30.23825264,-97.73566437
7155,78741,30.23825264,-97.73566437
7156,78741,30.23825264,-97.73566437
7157,78741,30.23800468,-97.73532867
7158,78704,30.24686,-97.75161
7159,78731,30.34962,-97.75697
7160,78751,30.32014,-97.718
7161,78704,30.23925,-97.7634
7162,78702,30.26388,-97.71171
7163,78744,30.14336,-97.71684
7164,78753,30.35229,-97.69729
7165,78704,30.25237,-97.74276
7166,78704,30.25043,-97.77431
7167,78741,30.23800468,-97.73532867
7168,78741,30.23800468,-97.73532867
7169,78741,30.23800468,-97.73532867
7170,78741,30.23800468,-97.73532867
7171,78741,30.23800468,-97.73532867
7172,78742,30.22272,-97.67317
7173,78741,30.21669,-97.74004
7174,78702,30.2591,-97.73108
7175,78704,30.25551,-97.77061
7176,78741,30.23761177,-97.7351532
7177,78741,30.23761177,-97.7351532
7178,78741,30.23761177,-97.7351532
7179,78741,30.23761177,-97.7351532
7180,78741,30.23761177,-97.7351532
7181,78745,30.22366,-97.78131
7182,78704,30.23735619,-97.78253174
7183,78741,30.23694992,-97.72968292
7184,78756,30.32108,-97.73535
7185,78741,30.23694992,-97.72968292
7186,78741,30.23694992,-97.72968292
7187,78741,30.23694992,-97.72968292
7188,78741,30.23694992,-97.72968292
7189,78744,30.1971,-97.73108
7190,78705,30.28443146,-97.7458725
7191,78705,30.28443146,-97.7458725
7192,78705,30.28443146,-97.7458725
7193,78702,30.27588,-97.72093
7194,78751,30.30233,-97.73411
7195,78704,30.24194102,-97.74284405
7196,78704,30.25236,-97.75613
7197,78745,30.20376,-97.82318
7198,78723,30.31191,-97.67419
7199,78705,30.28411,-97.7469
7200,78727,30.44019,-97.7434
7201,78703,30.28924443,-97.77103679
7202,78704,30.24348,-97.75221
7203,78702,30.25446,-97.71077
7204,78704,30.24495,-97.75912
7205,78734,30.3739,-97.9181
7206,78723,30.30669,-97.69834
7207,78753,30.39415,-97.65809
7208,78704,30.24353,-97.73982
7209,78723,30.29945,-97.69724
7210,78752,30.34149,-97.7151
7211,78704,30.23972,-97.77658
7212,78722,30.2989,-97.71134
7213,78738,30.35069,-97.9937
7214,78759,30.41233,-97.71579
7215,78758,30.4042,-97.723
7216,78722,30.29091,-97.71723
7217,78724,30.28519,-97.64799
7218,78704,30.25532,-97.77265
7219,78745,30.22031,-97.77263
7220,78758,30.4006,-97.72282
7221,78758,30.39908,-97.72111
7222,78758,30.3991,-97.72271
7223,78758,30.39811,-97.72471
7224,78759,30.3705,-97.74518
7225,78701,30.27267,-97.74707
7226,78744,30.19973,-97.73833
7227,78745,30.21928,-97.77973
7228,78704,30.25498,-97.74672
7229,78757,30.35995,-97.72244
7230,78704,30.2519,-97.76065
7231,78727,30.42656,-97.71127
7232,78745,30.20432,-97.80267
7233,78759,30.36684,-97.74767
7234,78737,30.19924,-97.97176
7235,78703,30.28514,-97.77632
7236,78702,30.25552,-97.725
7237,78704,30.2469,-97.75108
7238,78702,30.27672,-97.71444
7239,78737,30.22422107,-97.89731288
7240,78758,30.39763,-97.72389
7241,78704,30.2433,-97.7661
7242,78741,30.24026,-97.73137
7243,78725,30.22972,-97.58354
7244,78703,30.30755,-97.75429
7245,78756,30.31663,-97.73991
7246,78754,30.35444,-97.66084
7247,78754,30.36042,-97.63953
7248,78753,30.39176,-97.64914
7249,78725,30.22815,-97.58328
7250,78702,30.27242,-97.73141
7251,78744,30.19832,-97.74354
7252,78728,30.45238,-97.68702
7253,78721,30.26112,-97.68616
7254,78704,30.24740791,-97.7565918
7255,78704,30.25508,-97.76961
7256,78745,30.22554,-97.80424
7257,78737,30.21986,-97.89859
7258,78758,30.40302,-97.71968
7259,78758,30.40281,-97.7198
7260,78758,30.39685,-97.72614
7261,78702,30.25917,-97.72424
7262,78721,30.2792,-97.69749
7263,78704,30.25459,-97.74654
7264,78704,30.2547,-97.74527
7265,78702,30.26058,-97.72066
7266,78741,30.220177,-97.731651
7267,78754,30.35787407,-97.64862577
7268,78704,30.23567,-97.7693
7269,78734,30.38181,-97.95754
7270,78741,30.24101,-97.71842
7271,78702,30.25571,-97.72021
7272,78727,30.4195,-97.72184
7273,78704,30.24422836,-97.76776886
7274,78702,30.26389,-97.72998
7275,78745,30.21958,-97.77777
7276,78701,30.27063,-97.74732
7277,78754,30.37406,-97.65525
7278,78758,30.38336,-97.70094
7279,78753,30.34868,-97.68655
7280,78756,30.32359,-97.72877
7281,78748,30.15532923,-97.83305761
7282,78751,30.30714,-97.73131
7283,78723,30.3116,-97.67001
7284,78704,30.24652,-97.75325
7285,78704,30.2389623,-97.74810052
7286,78744,30.19768,-97.74359
7287,78729,30.44825,-97.7771
7288,78703,30.30294,-97.75634
7289,78745,30.21917,-97.77302
7290,78749,30.22275,-97.8291
7291,78702,30.26296,-97.72118
7292,78701,30.25962,-97.73831
7293,78751,30.30888,-97.72526
7294,78751,30.29871,-97.72142
7295,78756,30.32842,-97.73093
7296,78744,30.17532,-97.77519
7297,78758,30.39241,-97.70208
7298,78702,30.26720177,-97.72876925
7299,78757,30.33633,-97.74591
7300,78753,30.38859,-97.67769
7301,78733,30.32736,-97.87408
7302,78734,30.36778,-97.94516
7303,78704,30.2389,-97.763
7304,78702,30.27909279,-97.72293854
7305,78744,30.16633,-97.73236
7306,78754,30.36858,-97.64865
7307,78749,30.20277,-97.85747
7308,78749,30.203499,-97.858109
7309,78721,30.27935,-97.69715
7310,78704,30.23863,-97.74725
7311,78702,30.26035,-97.71317
7312,78748,30.16247,-97.80272
7313,78745,30.22132,-97.77997
7314,78745,30.21768,-97.77517
7315,78703,30.28942,-97.76908
7316,78702,30.27909279,-97.72293854
7317,78702,30.27909279,-97.72293854
7318,78702,30.27909279,-97.72293854
7319,78745,30.21766,-97.78023
7320,78753,30.34589,-97.69969
7321,78702,30.27909279,-97.72293854
7322,78702,30.27909279,-97.72293854
7323,78731,30.3481,-97.75224
7324,78744,30.1661,-97.732
7325,78745,30.201,-97.78558
7326,78741,30.22629,-97.70672
7327,78701,30.27058,-97.74872
7328,78754,30.3372,-97.6452
7329,78741,30.23365,-97.7387
7330,78749,30.20484,-97.85461
7331,78748,30.15944,-97.82542
7332,78759,30.41428,-97.71354
7333,78737,30.18368,-97.98758
7334,78702,30.2799,-97.70261
7335,78705,30.29119,-97.74693
7336,78704,30.25234,-97.74753
7337,78702,30.26368,-97.73265
7338,78728,30.46825,-97.68572
7339,78729,30.44427,-97.74596
7340,78703,30.30489,-97.77028
7341,78758,30.39531,-97.72804
7342,78723,30.30138,-97.70245
7343,78721,30.27862,-97.69056
7344,78724,30.26423,-97.58581
7345,78745,30.22706,-97.80203
7346,78702,30.266029,-97.702957
7347,78741,30.23112,-97.71947
7348,78745,30.22518,-97.78125
7349,78703,30.27352,-97.75669
7350,78753,30.40285,-97.65064
7351,78723,30.29586,-97.68654
7352,78702,30.25505,-97.73678
7353,78702,30.26316,-97.7328
7354,78751,30.29927,-97.72746
7355,78751,30.31885338,-97.71048737
7356,78741,30.22299,-97.73542
7357,78759,30.38558,-97.74032
7358,78745,30.22305,-97.7796
7359,78729,30.44724,-97.74801
7360,78704,30.24553,-97.74724
7361,78704,30.23756,-97.74787
7362,78744,30.16444,-97.77093
7363,78734,30.38045,-97.91922
7364,78723,30.30291,-97.68299
7365,78704,30.25162,-97.74727
7366,78741,30.22244,-97.70654
7367,78741,30.223,-97.70612
7368,78758,30.39577,-97.72185
7369,78757,30.35486,-97.72599
7370,78723,30.30692,-97.6727
7371,78744,30.19937,-97.74178
7372,78759,30.41513,-97.7596
7373,78729,30.44698,-97.76173
7374,78744,30.16005,-97.78033
7375,78721,30.27161,-97.68613
7376,78702,30.25591167,-97.736073
7377,78702,30.25513605,-97.73397174
7378,78702,30.25621497,-97.73573251
7379,78752,30.32948,-97.70237
7380,78703,30.28328,-97.7621
7381,78752,30.32867,-97.70458
7382,78752,30.32832,-97.70321
7383,78752,30.33029,-97.70256
7384,78752,30.33033,-97.70417
7385,78752,30.33716,-97.7139
7386,78704,30.23797,-97.77648
7387,78723,30.28707,-97.68022
7388,78701,30.27026,-97.73768
7389,78758,30.37701,-97.69728
7390,78703,30.28966176,-97.77260365
7391,78702,30.26924,-97.69907
7392,78723,30.31214,-97.70398
7393,78750,30.43848,-97.77929
7394,78702,30.26789,-97.69787
7395,78703,30.279423,-97.764801
7396,78727,30.42198,-97.69508
7397,78733,30.33443121,-97.8498195
7398,78724,30.31366,-97.65373
7399,78747,30.1435,-97.76574
7400,78754,30.36163,-97.61449
7401,78705,30.29367,-97.7456
7402,78704,30.23977,-97.77523
7403,78723,30.30981,-97.67514
7404,78704,30.26260567,-97.76255035
7405,78722,30.28908,-97.71968
7406,78702,30.27912,-97.71286
7407,78723,30.29066,-97.67678
7408,78748,30.17356,-97.83586
7409,78746,30.26897,-97.80559
7410,78705,30.28969225,-97.74660343
7411,78721,30.28256,-97.6789
7412,78721,30.25581,-97.68823
7413,78751,30.30245,-97.73422
7414,78704,30.24667931,-97.74996948
7415,78721,30.28197,-97.68454
7416,78721,30.28341,-97.6861
7417,78736,30.24545,-97.90567
7418,78730,30.33252,-97.82301
7419,78721,30.28185,-97.68466
7420,78752,30.33673,-97.70813
7421,78744,30.19457,-97.7411
7422,78702,30.26779,-97.71303
7423,78744,30.19442,-97.74128
7424,78704,30.2246,-97.76239
7425,78704,30.2334,-97.74931
7426,78741,30.22913,-97.73312
7427,78734,30.37376,-97.98701
7428,78721,30.28403,-97.67877
7429,78741,30.2384,-97.69726
7430,78734,30.35857,-97.952
7431,78704,30.23751,-97.76568
7432,78732,30.38639,-97.88757
7433,78723,30.29959,-97.68097
7434,78731,30.32515368,-97.76972934
7435,78721,30.28321,-97.6945
7436,78702,30.25518,-97.71417
7437,78759,30.39761,-97.74306
7438,78723,30.31063,-97.68239
7439,78701,30.27072,-97.74685
7440,78758,30.39891,-97.72252
7441,78701,30.26503,-97.74983
7442,78702,30.2572,-97.73236
7443,78702,30.26695,-97.71495
7444,78704,30.23918,-97.74955
7445,78704,30.25624,-97.78034
7446,78702,30.26174,-97.7242
7447,78727,30.42235,-97.69395
7448,78758,30.38835,-97.69118
7449,78722,30.28548,-97.72244
7450,78702,30.25616179,-97.7120645
7451,78704,30.24177551,-97.73821259
7452,78749,30.20561,-97.84561
7453,78723,30.29147,-97.67664
7454,78729,30.46987,-97.78559
7455,78704,30.25513,-97.75764
7456,78705,30.30059,-97.73618
7457,78748,30.18439808,-97.81477422
7458,78704,30.24660492,-97.74971008
7459,78702,30.26533,-97.71735
7460,78745,30.19558,-97.8354
7461,78744,30.15202,-97.71783
7462,78748,30.14791,-97.8135
7463,78759,30.3917,-97.73558
7464,78728,30.47081,-97.68904
7465,78705,30.28425,-97.74778
7466,78705,30.28468,-97.74965
7467,78757,30.347677,-97.731354
7468,78705,30.2981,-97.74276
7469,78752,30.32794,-97.69732
7470,78701,30.25814,-97.73978
7471,78702,30.26393,-97.72418
7472,78704,30.24577,-97.74072
7473,78758,30.41488,-97.69817
7474,78704,30.23868,-97.74775
7475,78756,30.31154,-97.74349
7476,78703,30.27879879,-97.76528399
7477,78751,30.31786,-97.71153
7478,78753,30.3833,-97.66992
7479,78748,30.14691,-97.83911
7480,78756,30.32709,-97.74123
7481,78721,30.28025,-97.69153
7482,78721,30.27216,-97.6888
7483,78723,30.30868,-97.68147
7484,78729,30.44753,-97.76064
7485,78744,30.19138,-97.75574
7486,78734,30.429089,-97.924042
7487,78702,30.26217,-97.72435
7488,78745,30.22350892,-97.79345555
7489,78702,30.27423,-97.71787
7490,78704,30.22709,-97.7665
7491,78704,30.23165,-97.76062
7492,78744,30.15795,-97.78333
7493,78704,30.23992,-97.78023
7494,78704,30.2438,-97.76959
7495,78705,30.28472,-97.74967
7496,78729,30.45222,-97.75353
7497,78705,30.28528,-97.74964
7498,78702,30.25836,-97.70168
7499,78721,30.26885,-97.68467
7500,78757,30.36137,-97.7214
7501,78705,30.29189,-97.74138
7502,78729,30.45886,-97.755
7503,78744,30.19706,-97.72871
7504,78734,30.37842,-97.95575
7505,78703,30.29679,-97.76632
7506,78744,30.18654,-97.74481
7507,78729,30.43737,-97.76965
7508,78704,30.24866,-97.74104
7509,78751,30.29721,-97.72328
7510,78704,30.22539,-97.75461
7511,78745,30.20025,-97.79349
7512,78704,30.25941,-97.77961
7513,78705,30.29209,-97.74228
7514,78741,30.23697,-97.69691
7515,78750,30.45599,-97.80069
7516,78704,30.25136,-97.7734
7517,78738,30.30832,-97.9377
7518,78704,30.25515,-97.77999
7519,78734,30.37891,-97.95568
7520,78704,30.22689,-97.7526
7521,78705,30.28483,-97.7486
7522,78704,30.24568,-97.7804
7523,78705,30.29282,-97.73507
7524,78721,30.2822,-97.68745
7525,78745,30.22033,-97.78861
7526,78741,30.24231,-97.6922
7527,78702,30.28068493,-97.71230356
7528,78730,30.33214,-97.82837
7529,78729,30.45711,-97.79063
7530,78702,30.26228535,-97.72924184
7531,78734,30.36985,-97.99972
7532,78744,30.2031,-97.69885
7533,78722,30.28805,-97.71543
7534,78749,30.20685959,-97.84688568
7535,78744,30.16065,-97.74488
7536,78704,30.233,-97.77692
7537,78702,30.2522,-97.72298
7538,78737,30.208612,-97.951012
7539,78741,30.23346,-97.69326
7540,78704,30.24305,-97.77266
7541,78751,30.30914,-97.71896
7542,78737,30.22889,-97.91308
7543,78750,30.46083,-97.80208
7544,78745,30.20307,-97.82946
7545,78734,30.38416,-97.92739
7546,78704,30.25882,-97.76156
7547,78754,30.3567,-97.66057
7548,78745,30.20385,-97.81388
7549,78705,30.29158,-97.74694
7550,78748,30.18326,-97.79895
7551,78758,30.37253,-97.70636
7552,78758,30.39552,-97.72773
7553,78744,30.19125,-97.75727
7554,78744,30.19648,-97.73659
7555,78704,30.2394,-97.75521
7556,78721,30.2676,-97.69012
7557,78702,30.26356,-97.7248
7558,78703,30.27856,-97.75778
7559,78749,30.22812,-97.86504
7560,78704,30.2568264,-97.74704325
7561,78745,30.20114,-97.81833
7562,78704,30.23965,-97.75721
7563,78751,30.3142533,-97.7330134
7564,78721,30.26841,-97.69069
7565,78751,30.2966,-97.72259
7566,78702,30.26816,-97.72831
7567,78704,30.25539,-97.75538
7568,78703,30.27883,-97.76026
7569,78701,30.2705,-97.74806
7570,78723,30.31637,-97.69941
7571,78759,30.4331,-97.77223
7572,78704,30.26206,-97.77335
7573,78745,30.18355044,-97.7769917
7574,78704,30.2521,-97.75949
7575,78757,30.35639,-97.71775
7576,78703,30.28178,-97.75909
7577,78759,30.40875,-97.75555
7578,78758,30.40835,-97.69978
7579,78754,30.36706,-97.64752
7580,78702,30.26229,-97.7331
7581,78704,30.25392847,-97.77986552
7582,78702,30.27429436,-97.7158436
7583,78704,30.25983763,-97.77116951
7584,78702,30.25672,-97.71777
7585,78748,30.15622,-97.81433
7586,78748,30.1788,-97.80774
7587,78746,30.25972,-97.78893
7588,78702,30.25833,-97.69469
7589,78704,30.25677,-97.76026
7590,78752,30.33182,-97.71735
7591,78702,30.26667,-97.70887
7592,78729,30.44508,-97.74906
7593,78704,30.24774,-97.78214
7594,78744,30.15987,-97.7813
7595,78705,30.29184,-97.72977
7596,78723,30.30901,-97.68131
