id,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
i9068,Entire home/apt,56,1,35,8/25/2023,2.11,10,357,20,
i9069,Entire home/apt,2705,1,0,,,43,130,0,
i9070,Entire home/apt,746,2,49,8/27/2023,3.04,2,349,29,
i9071,Entire home/apt,61,1,44,8/14/2023,2.65,10,356,31,
i9072,Entire home/apt,53,1,27,8/20/2023,1.59,10,355,16,
i9073,Entire home/apt,60,1,41,8/25/2023,2.45,10,357,27,
i9074,Entire home/apt,299,1,8,1/3/2023,0.74,1,0,8,
i9075,Entire home/apt,134,1,82,8/14/2023,4.85,21,337,41,
i9076,Entire home/apt,94,30,1,8/1/2022,0.07,1,0,0,
i9077,Entire home/apt,196,2,50,9/3/2023,3.79,1,251,40,
i9078,Entire home/apt,94,1,65,7/31/2023,4.48,2,44,53,
i9079,Entire home/apt,97,30,3,6/16/2023,0.38,1,285,3,
i9080,Entire home/apt,375,2,0,,,2,252,0,
i9081,Entire home/apt,126,3,16,4/21/2023,1.09,11,0,10,
i9082,Entire home/apt,112,3,26,4/4/2023,1.63,11,0,21,
i9083,Entire home/apt,106,1,117,8/27/2023,6.94,2,49,83,
i9084,Entire home/apt,158,2,15,5/6/2023,0.91,44,19,7,
i9085,Entire home/apt,195,1,86,9/5/2023,5.34,7,143,62,
i9086,Entire home/apt,121,1,10,2/19/2023,0.6,126,340,4,
i9087,Entire home/apt,121,1,10,12/26/2022,0.59,126,340,6,
i9088,Entire home/apt,425,3,13,7/17/2023,0.86,1,56,8,
i9089,Entire home/apt,241,3,0,,,1,0,0,
i9090,Private room,65,1,0,,,1,362,0,
i9091,Entire home/apt,334,3,48,8/29/2023,2.94,3,186,40,
i9092,Entire home/apt,125,30,5,4/30/2023,0.4,1,221,4,
i9093,Entire home/apt,186,1,13,7/30/2023,0.83,12,125,7,
i9094,Entire home/apt,172,2,35,8/28/2023,2.21,1,59,21,
i9095,Entire home/apt,155,2,70,8/13/2023,4.32,27,324,49,
i9096,Entire home/apt,158,1,15,8/20/2023,0.89,17,169,11,
i9097,Entire home/apt,148,2,51,8/20/2023,3.16,12,38,35,
i9098,Entire home/apt,83,1,38,8/20/2023,2.25,1,173,26,
i9099,Entire home/apt,137,1,31,7/29/2023,1.95,22,343,21,
i9100,Entire home/apt,142,1,40,5/28/2023,2.43,22,337,27,
i9101,Entire home/apt,193,1,56,9/1/2023,3.33,2,100,34,
i9102,Entire home/apt,186,2,72,8/27/2023,4.34,2,254,50,
i9103,Entire home/apt,122,1,53,9/4/2023,3.15,2,78,31,
i9104,Entire home/apt,85,1,125,9/6/2023,7.43,14,339,79,
i9105,Entire home/apt,187,2,27,8/11/2023,2.18,1,327,26,
i9106,Private room,95,2,27,8/25/2023,1.83,1,354,19,
i9107,Private room,35,30,4,4/9/2023,0.26,3,333,2,
i9108,Entire home/apt,96,2,12,5/7/2023,0.74,17,171,5,
i9109,Private room,175,1,1,5/7/2022,0.06,1,358,0,
i9110,Entire home/apt,206,75,2,8/14/2023,0.23,1,0,2,
i9111,Entire home/apt,722,2,32,7/24/2023,1.99,1,200,20,
i9112,Entire home/apt,125,1,85,8/18/2023,5.3,4,305,70,
i9113,Entire home/apt,99,2,44,7/14/2023,2.65,31,73,28,
i9114,Entire home/apt,200,2,21,8/19/2023,1.36,1,81,14,
i9115,Entire home/apt,304,1,76,8/21/2023,4.54,17,327,48,
i9116,Entire home/apt,204,28,6,4/17/2023,0.52,1,196,6,
i9117,Entire home/apt,172,1,21,9/4/2023,1.3,17,159,12,
i9118,Entire home/apt,195,28,1,7/31/2022,0.07,1,314,0,
i9119,Entire home/apt,300,28,7,12/29/2022,0.58,1,186,7,
i9120,Entire home/apt,81,1,151,9/8/2023,8.95,14,341,103,
i9121,Entire home/apt,956,3,22,9/4/2023,1.36,1,319,12,
i9122,Entire home/apt,112,30,2,11/16/2022,0.16,2,152,1,
i9123,Entire home/apt,107,2,66,8/29/2023,3.95,2,38,48,
i9124,Entire home/apt,230,3,3,5/14/2023,0.21,2,103,2,
i9125,Private room,39,29,0,,,5,321,0,
i9126,Entire home/apt,97,1,54,9/4/2023,3.34,1,67,28,
i9127,Entire home/apt,116,1,14,5/29/2023,1.3,1,1,14,
i9128,Entire home/apt,170,2,98,7/30/2023,5.9,1,228,74,
i9129,Entire home/apt,120,28,0,,,1,132,0,
i9130,Private room,339,3,1,6/16/2022,0.07,1,9,0,
i9131,Entire home/apt,85,45,2,9/3/2022,0.15,1,0,0,
i9132,Entire home/apt,376,1,42,8/27/2023,2.69,1,168,25,
i9133,Entire home/apt,265,1,2,10/3/2022,0.15,1,0,1,
i9134,Entire home/apt,500,1,5,6/27/2022,0.32,1,85,0,
i9135,Entire home/apt,215,2,28,9/4/2023,1.69,1,96,17,
i9136,Entire home/apt,97,1,84,9/3/2023,5.63,2,140,69,
i9137,Private room,80,1,39,7/15/2023,2.48,2,83,23,
i9138,Entire home/apt,129,2,1,10/1/2022,0.09,4,343,1,
i9139,Private room,45,21,0,,,1,4,0,
i9140,Entire home/apt,157,2,15,1/3/2023,0.98,1,0,8,
i9141,Private room,65,1,14,8/27/2023,2.16,1,41,14,
i9142,Private room,42,25,5,12/4/2022,0.33,14,344,2,
i9143,Private room,189,1,15,9/4/2023,0.9,2,355,3,
i9144,Entire home/apt,151,3,43,7/25/2023,2.59,1,333,28,
i9145,Entire home/apt,120,1,37,8/31/2023,2.5,2,27,29,
i9146,Entire home/apt,81,1,23,8/26/2023,1.59,77,345,18,
i9147,Private room,49,20,22,8/28/2023,1.36,2,61,16,
i9148,Entire home/apt,449,3,18,7/8/2023,1.1,10,283,6,
i9149,Entire home/apt,126,31,0,,,136,0,0,
i9150,Private room,55,1,59,4/29/2023,3.54,3,0,32,
i9151,Entire home/apt,298,2,2,5/1/2022,0.12,1,361,0,
i9152,Entire home/apt,571,2,46,9/4/2023,2.85,1,322,32,
i9153,Entire home/apt,195,2,10,3/11/2023,0.71,1,19,4,
i9154,Entire home/apt,164,3,7,10/24/2022,0.42,1,20,1,
i9155,Entire home/apt,103,1,26,7/1/2023,1.63,126,145,17,
i9156,Entire home/apt,251,2,34,7/30/2023,2.08,1,267,22,
i9157,Entire home/apt,95,3,6,5/25/2023,0.36,1,215,3,
i9158,Entire home/apt,118,2,34,9/3/2023,2.21,2,44,30,
i9159,Entire home/apt,121,1,18,4/2/2023,1.25,9,363,16,
i9160,Entire home/apt,85,1,140,9/4/2023,8.43,14,332,102,
i9161,Entire home/apt,132,2,36,9/3/2023,3.2,1,224,36,
i9162,Entire home/apt,100,1,7,11/7/2022,0.53,1,275,4,
i9163,Private room,35,1,61,9/3/2023,3.73,7,356,53,
i9164,Private room,35,1,77,8/21/2023,4.7,7,167,57,
i9165,Entire home/apt,206,1,1,7/23/2022,0.07,9,363,0,
i9166,Entire home/apt,84,1,46,8/31/2023,2.83,77,364,38,
i9167,Entire home/apt,138,1,54,9/4/2023,3.35,1,282,40,
i9168,Private room,45,1,19,9/4/2023,1.16,11,6,16,
i9169,Entire home/apt,153,1,33,7/16/2023,2.08,1,164,22,
i9170,Entire home/apt,657,1,3,5/28/2023,0.63,1,358,3,
i9171,Entire home/apt,108,30,0,,,112,364,0,
i9172,Entire home/apt,112,30,0,,,112,300,0,
i9173,Entire home/apt,119,30,0,,,112,364,0,
i9174,Entire home/apt,113,2,42,8/19/2023,2.57,5,181,34,
i9175,Entire home/apt,71,1,119,8/19/2023,7.24,8,353,79,
i9176,Entire home/apt,123,30,5,6/6/2023,0.35,7,345,4,
i9177,Entire home/apt,550,2,5,6/4/2023,0.35,1,53,4,
i9178,Entire home/apt,448,2,1,6/19/2022,0.07,2,9,0,
i9179,Entire home/apt,70,30,1,9/17/2022,0.08,1,323,1,
i9180,Entire home/apt,298,3,7,7/31/2023,0.48,1,9,4,
i9181,Entire home/apt,1200,2,24,8/27/2023,1.77,3,346,22,
i9182,Entire home/apt,253,30,0,,,1,180,0,
i9183,Entire home/apt,982,3,42,8/13/2023,2.85,1,151,32,
i9184,Entire home/apt,177,1,55,8/19/2023,3.67,1,296,47,
i9185,Entire home/apt,126,30,1,7/31/2022,0.07,112,364,0,
i9186,Entire home/apt,144,3,34,7/21/2023,2.11,1,335,21,
i9187,Entire home/apt,111,2,30,8/13/2023,1.86,1,53,22,
i9188,Entire home/apt,150,1,0,,,5,0,0,
i9189,Entire home/apt,376,1,41,8/20/2023,3.24,2,289,40,
i9190,Entire home/apt,99,3,1,7/6/2022,0.07,1,253,0,
i9191,Private room,59,1,5,4/2/2023,0.81,1,0,5,
i9192,Entire home/apt,140,2,9,7/10/2022,0.57,1,0,0,
i9193,Entire home/apt,180,30,8,8/1/2023,0.53,1,37,6,
i9194,Entire home/apt,212,3,20,9/7/2023,1.42,1,130,18,
i9195,Private room,45,1,1,11/5/2022,0.1,12,0,1,
i9196,Entire home/apt,70,30,3,4/29/2023,0.21,7,252,2,
i9197,Private room,91,1,26,5/13/2023,1.7,2,290,12,
i9198,Entire home/apt,5363,1,0,,,43,134,0,
i9199,Entire home/apt,1194,1,0,,,43,142,0,
i9200,Entire home/apt,101,2,5,5/7/2023,0.3,1,7,3,
i9201,Entire home/apt,80,1,8,3/13/2023,0.51,1,0,5,
i9202,Entire home/apt,550,30,0,,,1,272,0,
i9203,Entire home/apt,151,1,5,6/20/2022,0.31,126,87,0,
i9204,Entire home/apt,168,1,5,6/5/2022,0.3,126,88,0,
i9205,Entire home/apt,686,3,10,9/4/2023,3.85,1,248,10,
i9206,Entire home/apt,99,30,4,4/20/2023,0.26,7,292,2,
i9207,Entire home/apt,94,1,86,9/3/2023,5.23,14,331,63,
i9208,Entire home/apt,144,3,28,7/23/2023,1.74,1,331,18,
i9209,Entire home/apt,107,2,48,9/4/2023,2.96,2,175,30,
i9210,Entire home/apt,103,1,68,8/29/2023,4.28,1,129,46,
i9211,Private room,92,2,3,8/21/2023,0.28,1,117,3,
i9212,Entire home/apt,220,28,1,1/4/2023,0.12,1,160,1,
i9213,Entire home/apt,275,4,1,10/24/2022,0.09,1,280,1,
i9214,Entire home/apt,120,1,0,,,3,365,0,
i9215,Entire home/apt,119,15,30,7/23/2023,2,1,67,22,
i9216,Entire home/apt,160,3,18,5/29/2023,1.33,1,154,13,
i9217,Shared room,51,1,10,7/16/2023,0.61,7,286,2,
i9218,Private room,75,1,21,2/21/2023,1.28,3,0,12,
i9219,Entire home/apt,402,3,54,9/7/2023,3.35,2,334,38,
i9220,Private room,47,30,4,8/26/2023,0.43,3,69,4,
i9221,Entire home/apt,199,1,2,4/23/2023,0.41,1,338,2,
i9222,Entire home/apt,231,31,1,9/12/2022,0.08,136,0,1,
i9223,Entire home/apt,137,31,1,4/3/2023,0.19,136,160,1,
i9224,Entire home/apt,185,60,4,7/31/2023,0.72,1,267,4,
i9225,Entire home/apt,120,28,2,10/31/2022,0.15,3,189,1,
i9226,Entire home/apt,85,1,80,8/2/2023,4.96,9,24,54,
i9227,Entire home/apt,85,28,2,7/31/2023,0.17,3,85,2,
i9228,Private room,65,30,2,4/15/2023,0.23,3,236,2,
i9229,Entire home/apt,81,1,30,6/26/2023,1.86,47,332,17,
i9230,Entire home/apt,112,1,35,9/3/2023,2.18,47,335,18,
i9231,Entire home/apt,105,1,36,9/4/2023,2.2,47,350,24,
i9232,Entire home/apt,105,1,52,7/20/2023,3.2,47,357,35,
i9233,Entire home/apt,85,1,87,9/4/2023,5.36,14,344,53,
i9234,Entire home/apt,134,1,14,7/5/2023,1.13,22,345,13,
i9235,Entire home/apt,157,1,21,7/24/2023,1.34,22,336,16,
i9236,Entire home/apt,53,21,6,3/18/2023,0.44,3,336,2,
i9237,Entire home/apt,125,1,5,10/24/2022,0.31,3,365,1,
i9238,Entire home/apt,120,3,14,8/11/2023,0.97,1,4,10,
i9239,Entire home/apt,668,1,8,6/4/2023,0.52,6,332,4,
i9240,Entire home/apt,101,30,0,,,44,309,0,
i9241,Entire home/apt,82,10,13,8/21/2023,0.81,3,325,8,
i9242,Entire home/apt,125,1,31,9/4/2023,2.05,1,136,27,
i9243,Entire home/apt,298,2,3,7/4/2022,0.2,2,0,0,
i9244,Entire home/apt,200,3,38,4/2/2023,2.36,3,35,18,
i9245,Private room,48,58,3,7/11/2023,0.25,3,304,3,
i9246,Private room,34,1,71,2/17/2023,4.34,2,0,42,
i9247,Entire home/apt,175,2,10,7/21/2023,0.68,1,151,8,
i9248,Entire home/apt,67,30,6,8/12/2023,0.44,1,8,4,
i9249,Entire home/apt,126,14,0,,,1,156,0,
i9250,Entire home/apt,136,3,37,6/24/2023,2.31,7,320,23,
i9251,Entire home/apt,111,3,30,8/10/2023,1.86,7,245,20,
i9252,Entire home/apt,167,2,85,9/8/2023,5.29,2,129,59,
i9253,Entire home/apt,181,2,22,9/4/2023,1.38,1,147,16,
i9254,Entire home/apt,203,1,66,9/4/2023,4.09,1,43,40,
i9255,Entire home/apt,182,3,14,3/13/2023,0.92,1,274,6,
i9256,Entire home/apt,95,1,58,9/4/2023,4.47,2,107,50,
i9257,Private room,55,30,0,,,1,83,0,
i9258,Entire home/apt,284,2,19,8/20/2023,1.66,1,186,19,
i9259,Entire home/apt,156,2,33,9/5/2023,2.04,23,0,21,
i9260,Entire home/apt,128,1,12,9/8/2023,1.11,1,354,12,
i9261,Entire home/apt,485,3,2,6/17/2022,0.13,8,356,0,
i9262,Entire home/apt,163,30,3,6/24/2022,0.19,1,179,0,
i9263,Entire home/apt,134,2,1,3/10/2023,0.16,1,0,1,
i9264,Entire home/apt,90,30,0,,,112,364,0,
i9265,Entire home/apt,82,90,1,10/8/2022,0.09,1,358,1,
i9266,Entire home/apt,73,1,83,8/23/2023,5.13,2,193,51,
i9267,Entire home/apt,68,3,21,4/1/2023,1.44,1,11,11,
i9268,Entire home/apt,264,2,15,4/30/2023,1.08,1,35,11,
i9269,Entire home/apt,81,1,49,9/4/2023,3.02,77,347,33,
i9270,Entire home/apt,79,1,32,9/1/2023,2.02,77,356,25,
i9271,Entire home/apt,182,2,38,7/30/2023,2.43,1,65,25,
i9272,Entire home/apt,250,2,48,8/13/2023,3.11,4,325,32,
i9273,Entire home/apt,139,1,0,,,1,43,0,
i9274,Entire home/apt,169,1,68,8/28/2023,4.35,1,37,60,
i9275,Entire home/apt,145,30,7,9/8/2023,0.49,1,215,4,
i9276,Entire home/apt,154,1,25,8/11/2023,1.98,47,148,23,
i9277,Private room,61,1,3,10/9/2022,0.19,1,89,1,
i9278,Private room,90,15,9,4/1/2023,0.56,3,329,6,
i9279,Entire home/apt,213,2,21,2/11/2023,1.38,2,56,16,
i9280,Entire home/apt,153,1,22,5/19/2023,1.52,47,146,15,
i9281,Entire home/apt,161,1,30,7/2/2023,1.93,47,144,23,
i9282,Entire home/apt,152,1,37,8/13/2023,2.33,47,146,25,
i9283,Entire home/apt,141,1,22,8/6/2023,1.43,47,160,15,
i9284,Entire home/apt,145,1,38,8/20/2023,2.39,47,137,31,
i9285,Entire home/apt,143,1,33,8/25/2023,2.12,47,150,28,
i9286,Entire home/apt,145,1,32,8/25/2023,2.11,47,162,26,
i9287,Entire home/apt,107,1,14,5/7/2023,0.9,47,161,12,
i9288,Private room,80,15,6,6/3/2023,0.39,3,332,3,
i9289,Entire home/apt,471,3,6,4/15/2023,0.43,1,166,5,
i9290,Entire home/apt,150,2,13,11/14/2022,0.81,3,82,2,
i9291,Entire home/apt,167,6,16,9/2/2023,1.01,1,318,11,
i9292,Entire home/apt,345,2,44,9/5/2023,2.88,32,315,37,
i9293,Entire home/apt,200,2,3,5/28/2023,0.37,2,361,3,
i9294,Entire home/apt,107,1,60,8/14/2023,3.74,25,338,35,
i9295,Entire home/apt,149,1,133,9/4/2023,8.4,2,39,105,
i9296,Entire home/apt,130,2,49,9/3/2023,3.08,1,154,37,
i9297,Entire home/apt,105,30,6,7/31/2023,0.38,1,207,5,
i9298,Entire home/apt,119,2,27,8/7/2023,1.72,3,339,15,
i9299,Entire home/apt,69,1,0,,,2,21,0,
i9300,Entire home/apt,200,3,17,9/8/2023,1.09,1,75,7,
i9301,Entire home/apt,179,2,42,8/13/2023,2.64,4,324,31,
i9302,Entire home/apt,320,3,12,6/25/2023,0.97,2,152,11,
i9303,Entire home/apt,194,1,48,9/4/2023,3.2,1,149,44,
i9304,Entire home/apt,124,2,10,4/17/2023,0.89,1,344,10,
i9305,Entire home/apt,222,2,106,9/1/2023,6.93,1,305,88,
i9306,Entire home/apt,318,2,9,10/30/2022,0.67,1,24,4,
i9307,Entire home/apt,87,1,59,9/8/2023,3.77,77,357,51,
i9308,Entire home/apt,128,2,69,9/4/2023,4.52,13,238,51,
i9309,Entire home/apt,5000,2,0,,,31,0,0,
i9310,Entire home/apt,415,5,1,6/28/2022,0.07,2,331,0,
i9311,Entire home/apt,250,2,10,10/24/2022,0.68,1,0,5,
i9312,Entire home/apt,107,1,142,9/8/2023,8.88,6,295,105,
i9313,Entire home/apt,375,3,5,4/23/2023,0.47,1,58,5,
i9314,Entire home/apt,140,28,3,3/17/2023,0.2,1,0,2,
i9315,Entire home/apt,367,3,34,9/3/2023,2.33,1,234,28,
i9316,Entire home/apt,152,2,23,7/23/2023,1.45,22,61,18,
i9317,Entire home/apt,81,1,32,9/1/2023,2.05,77,354,24,
i9318,Entire home/apt,268,2,45,8/27/2023,2.83,3,333,30,
i9319,Entire home/apt,99,2,34,9/4/2023,2.17,15,130,21,
i9320,Entire home/apt,116,2,35,8/20/2023,2.23,2,142,28,
i9321,Private room,63,2,6,8/25/2023,0.38,1,79,5,
i9322,Entire home/apt,351,6,1,10/23/2022,0.09,1,81,1,
i9323,Entire home/apt,196,2,30,5/7/2023,1.88,4,0,14,
i9324,Entire home/apt,118,30,1,11/19/2022,0.1,112,364,1,
i9325,Entire home/apt,800,6,5,2/26/2023,0.38,1,253,4,
i9326,Entire home/apt,198,30,0,,,22,365,0,
i9327,Entire home/apt,77,8,17,8/19/2023,1.18,9,90,14,
i9328,Entire home/apt,400,2,3,10/24/2022,0.25,1,356,3,
i9329,Private room,74,1,31,11/17/2022,1.97,1,112,13,
i9330,Entire home/apt,120,30,1,1/25/2023,0.13,10,253,1,
i9331,Entire home/apt,104,2,28,6/23/2023,1.83,1,74,21,
i9332,Private room,46,1,26,3/21/2023,1.64,2,0,7,
i9333,Entire home/apt,169,30,32,9/1/2023,2.01,25,341,19,
i9334,Entire home/apt,122,1,49,8/21/2023,3.27,1,304,44,
i9335,Entire home/apt,86,183,0,,,1,150,0,
i9336,Entire home/apt,128,2,37,9/4/2023,2.43,1,231,20,
i9337,Entire home/apt,175,30,1,7/31/2022,0.07,1,312,0,
i9338,Entire home/apt,236,2,15,4/30/2023,0.96,1,356,10,
i9339,Private room,180,1,0,,,1,87,0,
i9340,Private room,120,1,0,,,1,0,0,
i9341,Entire home/apt,66,1,21,8/26/2023,1.32,10,356,15,
i9342,Entire home/apt,250,2,18,8/19/2023,1.21,1,25,10,
i9343,Entire home/apt,112,2,38,9/3/2023,2.5,1,364,29,
i9344,Entire home/apt,93,1,36,8/31/2023,2.3,47,358,22,
i9345,Entire home/apt,175,2,2,6/12/2022,0.13,1,154,0,
i9346,Private room,45,1,89,9/4/2023,5.6,4,164,69,
i9347,Entire home/apt,218,29,12,6/23/2023,0.8,1,0,6,
i9348,Entire home/apt,113,1,38,9/4/2023,2.47,47,353,27,
i9349,Entire home/apt,2167,3,2,7/31/2023,0.65,13,341,2,
