id,number_of_reviews,last_review,reviews_per_month,number_of_reviews_ltm
13074,12,7/18/23,3.4,12
13075,12,9/4/23,2.83,12
13076,3,7/5/23,0.82,3
13077,0,,,0
13078,13,8/30/23,3,13
13079,9,9/3/23,1.99,9
13080,8,8/21/23,2.12,8
13081,12,7/29/23,2.88,12
13082,20,8/19/23,4.65,20
13083,6,8/29/23,1.49,6
13084,14,9/4/23,4.24,14
13085,9,8/18/23,2.27,9
13086,3,7/30/23,0.74,3
13087,20,9/8/23,5.36,20
13088,11,8/22/23,2.6,11
13089,10,8/20/23,2.65,10
13090,3,7/9/23,0.83,3
13091,4,8/14/23,0.94,4
13092,7,8/13/23,2.36,7
13093,1,4/30/23,0.22,1
13094,12,9/3/23,3.21,12
13095,7,7/28/23,1.67,7
13096,3,9/4/23,3,3
13097,1,8/13/23,1,1
13098,0,,,0
13099,12,9/3/23,2.83,12
13100,9,9/4/23,2.11,9
13101,7,7/28/23,1.98,7
13102,9,7/31/23,2.13,9
13103,1,7/9/23,0.47,1
13104,7,8/25/23,1.63,7
13105,10,8/15/23,2.54,10
13106,1,8/20/23,1,1
13107,0,,,0
13108,0,,,0
13109,5,8/22/23,1.39,5
13110,7,9/3/23,1.65,7
13111,3,7/23/23,0.71,3
13112,17,9/10/23,4.51,17
13113,0,,,0
13114,0,,,0
13115,7,8/25/23,1.67,7
13116,2,6/11/23,0.5,2
13117,0,,,0
13118,0,,,0
13119,0,,,0
13120,4,8/27/23,0.95,4
13121,0,,,0
13122,7,9/4/23,2.12,7
13123,3,7/17/23,1.27,3
13124,2,9/4/23,0.85,2
13125,0,,,0
13126,4,8/18/23,1.21,4
13127,2,8/18/23,1.4,2
13128,10,9/1/23,2.26,10
13129,5,7/29/23,1.12,5
13130,0,,,0
13131,13,8/20/23,3.48,13
13132,3,6/18/23,0.74,3
13133,11,9/8/23,2.62,11
13134,0,,,0
13135,0,,,0
13136,13,9/1/23,3.2,13
13137,7,8/12/23,2.21,7
13138,2,7/16/23,0.53,2
13139,5,7/24/23,1.43,5
13140,7,8/20/23,1.64,7
13141,1,6/30/23,0.41,1
13142,2,5/13/23,0.45,2
13143,9,8/27/23,2.35,9
13144,11,9/1/23,2.46,11
13145,2,6/11/23,0.5,2
13146,12,8/4/23,3,12
13147,0,,,0
13148,22,8/24/23,5.12,22
13149,1,5/19/23,0.26,1
13150,3,9/4/23,1.15,3
13151,0,,,0
13152,3,8/12/23,0.71,3
13153,2,5/25/23,0.51,2
13154,15,9/7/23,3.78,15
13155,0,,,0
13156,1,5/7/23,0.24,1
13157,0,,,0
13158,0,,,0
13159,1,7/30/23,0.7,1
13160,0,,,0
13161,5,9/4/23,3.49,5
13162,1,5/8/23,0.24,1
13163,5,9/3/23,1.47,5
13164,2,7/31/23,0.67,2
13165,0,,,0
13166,2,7/5/23,0.54,2
13167,2,7/16/23,0.82,2
13168,3,6/25/23,0.97,3
13169,2,6/23/23,0.67,2
13170,18,8/23/23,4.29,18
13171,1,8/3/23,0.77,1
13172,0,,,0
13173,4,7/30/23,0.96,4
13174,6,8/6/23,1.7,6
13175,22,8/27/23,5.2,22
13176,0,,,0
13177,2,7/16/23,0.86,2
13178,8,8/25/23,1.9,8
13179,6,9/4/23,3.16,6
13180,2,8/15/23,1.62,2
13181,0,,,0
13182,6,8/17/23,1.51,6
13183,3,8/20/23,0.87,3
13184,6,9/4/23,1.42,6
13185,15,8/13/23,4.55,15
13186,7,8/31/23,2.69,7
13187,10,8/19/23,2.8,10
13188,14,8/12/23,3.72,14
13189,5,8/14/23,1.44,5
13190,6,7/31/23,1.45,6
13191,12,9/4/23,3.13,12
13192,0,,,0
13193,2,8/30/23,1.33,2
13194,4,8/26/23,1.43,4
13195,6,8/6/23,1.58,6
13196,4,8/26/23,1.36,4
13197,0,,,0
13198,8,7/14/23,1.95,8
13199,9,9/3/23,2.93,9
13200,2,6/25/23,0.57,2
13201,10,8/30/23,2.75,10
13202,8,8/19/23,2.29,8
13203,9,8/15/23,2.39,9
13204,23,8/27/23,6.33,23
13205,12,8/27/23,3.19,12
13206,9,8/20/23,2.87,9
13207,1,7/10/23,0.48,1
13208,15,9/4/23,3.54,15
13209,7,9/4/23,2.59,7
13210,0,,,0
13211,13,8/27/23,3.48,13
13212,14,8/13/23,3.72,14
13213,11,8/31/23,3,11
13214,18,8/25/23,4.78,18
13215,3,7/26/23,1.18,3
13216,13,8/17/23,3.45,13
13217,1,8/12/23,1,1
13218,12,7/30/23,3.16,12
13219,8,8/27/23,1.97,8
13220,7,7/31/23,2.76,7
13221,6,7/4/23,1.46,6
13222,26,9/6/23,6.34,26
13223,15,9/3/23,3.91,15
13224,0,,,0
13225,0,,,0
13226,0,,,0
13227,3,7/30/23,0.84,3
13228,0,,,0
13229,1,5/13/23,0.25,1
13230,19,8/27/23,4.75,19
13231,13,9/4/23,4.59,13
13232,8,8/8/23,2.14,8
13233,0,,,0
13234,1,6/18/23,0.35,1
13235,3,5/29/23,0.74,3
13236,6,7/2/23,1.45,6
13237,4,9/3/23,1.74,4
13238,1,9/4/23,1,1
13239,2,7/2/23,0.57,2
13240,8,8/27/23,2.14,8
13241,44,9/3/23,10.82,44
13242,21,9/7/23,5.16,21
13243,1,7/16/23,0.53,1
13244,1,6/16/23,0.34,1
13245,0,,,0
13246,2,7/30/23,0.94,2
13247,2,7/10/23,0.7,2
13248,25,8/27/23,7.14,25
13249,0,,,0
13250,0,,,0
13251,0,,,0
13252,9,8/31/23,2.93,9
13253,4,8/27/23,3.43,4
13254,12,9/1/23,3,12
13255,5,9/4/23,1.92,5
13256,5,8/27/23,2.68,5
13257,8,8/27/23,2.55,8
13258,0,,,0
13259,2,6/17/23,0.63,2
13260,6,6/19/23,1.53,6
13261,7,9/4/23,2.1,7
13262,1,8/7/23,0.86,1
13263,0,,,0
13264,2,7/31/23,1.2,2
13265,8,8/12/23,2.86,8
13266,12,9/9/23,4.29,12
13267,6,8/13/23,1.58,6
13268,2,9/4/23,0.71,2
13269,5,8/26/23,1.63,5
13270,1,7/1/23,0.42,1
13271,4,8/13/23,1.21,4
13272,30,9/9/23,8.82,30
13273,2,9/3/23,2,2
13274,6,8/27/23,2.09,6
13275,10,8/6/23,2.63,10
13276,11,8/20/23,3.33,11
13277,3,7/7/23,0.9,3
13278,6,7/13/23,1.64,6
13279,0,,,0
13280,10,7/5/23,2.8,10
13281,0,,,0
13282,7,8/17/23,2.23,7
13283,7,8/26/23,1.96,7
13284,6,8/7/23,1.73,6
13285,4,7/10/23,1.4,4
13286,1,6/15/23,0.34,1
13287,2,7/23/23,1.15,2
13288,14,9/3/23,4.52,14
13289,0,,,0
13290,11,7/31/23,2.92,11
13291,0,,,0
13292,1,9/3/23,1,1
13293,0,,,0
13294,0,,,0
13295,0,,,0
13296,0,,,0
13297,0,,,0
13298,0,,,0
13299,0,,,0
13300,0,,,0
13301,9,8/31/23,2.57,9
13302,0,,,0
13303,8,8/27/23,2.22,8
13304,1,8/12/23,1,1
13305,0,,,0
13306,0,,,0
13307,5,8/20/23,1.76,5
13308,0,,,0
13309,0,,,0
13310,7,9/4/23,2.12,7
13311,1,6/4/23,0.3,1
13312,3,5/24/23,0.78,3
13313,14,8/26/23,3.89,14
13314,2,5/31/23,0.54,2
13315,2,9/3/23,2,2
13316,9,8/22/23,2.76,9
13317,6,8/17/23,3.91,6
13318,0,,,0
13319,4,8/28/23,2.79,4
13320,0,,,0
13321,0,,,0
13322,9,9/5/23,2.93,9
13323,0,,,0
13324,1,6/18/23,0.35,1
13325,0,,,0
13326,2,6/9/23,0.54,2
13327,7,9/4/23,2.12,7
13328,10,8/19/23,3.03,10
13329,3,7/22/23,0.86,3
13330,15,9/5/23,4.64,15
13331,1,7/31/23,0.71,1
13332,1,8/17/23,1,1
13333,4,8/27/23,1.69,4
13334,0,,,0
13335,0,,,0
13336,7,8/20/23,2.96,7
13337,0,,,0
13338,6,7/26/23,1.89,6
13339,1,8/18/23,1,1
13340,0,,,0
13341,0,,,0
13342,0,,,0
13343,0,,,0
13344,13,9/1/23,3.45,13
13345,4,7/8/23,1.21,4
13346,7,9/3/23,2,7
13347,0,,,0
13348,0,,,0
13349,0,,,0
13350,12,9/4/23,3.33,12
13351,0,,,0
13352,1,7/11/23,0.48,1
13353,0,,,0
13354,6,8/20/23,1.89,6
13355,19,8/31/23,6,19
13356,0,,,0
13357,0,,,0
13358,9,8/13/23,2.39,9
13359,7,8/26/23,1.86,7
13360,7,8/13/23,2.02,7
13361,1,6/3/23,0.3,1
13362,0,,,0
13363,7,8/26/23,1.98,7
13364,4,9/3/23,2.4,4
13365,0,,,0
13366,15,8/24/23,3.95,15
13367,4,8/22/23,1.6,4
13368,2,8/31/23,1.36,2
13369,6,8/20/23,2.12,6
13370,5,7/30/23,1.52,5
13371,0,,,0
13372,0,,,0
13373,3,8/7/23,1.27,3
13374,1,7/31/23,0.71,1
13375,1,8/6/23,0.83,1
13376,1,8/10/23,0.94,1
13377,0,,,0
13378,10,9/7/23,4,10
13379,8,8/13/23,2.61,8
13380,0,,,0
13381,3,7/30/23,1.14,3
13382,0,,,0
13383,0,,,0
13384,0,,,0
13385,3,9/3/23,3,3
13386,11,9/1/23,3.11,11
13387,2,9/1/23,2,2
13388,0,,,0
13389,2,7/30/23,0.85,2
13390,8,8/8/23,2.26,8
13391,10,8/28/23,2.75,10
13392,3,8/29/23,2.14,3
13393,0,,,0
13394,0,,,0
13395,6,8/20/23,1.71,6
13396,11,9/4/23,3,11
13397,4,8/6/23,1.52,4
13398,2,8/7/23,0.76,2
13399,8,8/25/23,3.12,8
13400,8,9/3/23,2.79,8
13401,0,,,0
13402,0,,,0
13403,0,,,0
13404,18,9/3/23,5.51,18
13405,0,,,0
13406,11,8/27/23,3.33,11
13407,7,7/24/23,2.06,7
13408,1,5/29/23,0.29,1
13409,0,,,0
13410,5,7/23/23,1.92,5
13411,6,8/6/23,1.98,6
13412,1,8/19/23,1,1
13413,3,8/27/23,3,3
13414,15,8/27/23,4.74,15
13415,0,,,0
13416,1,6/2/23,0.3,1
13417,5,7/31/23,1.65,5
13418,6,8/26/23,1.71,6
13419,10,8/19/23,3.26,10
13420,9,9/5/23,3.8,9
13421,5,9/4/23,1.83,5
13422,20,9/4/23,6.9,20
13423,0,,,0
13424,0,,,0
13425,0,,,0
13426,14,9/4/23,5.92,14
13427,1,7/3/23,0.42,1
13428,11,9/4/23,3.14,11
13429,6,8/13/23,1.71,6
13430,1,7/17/23,0.54,1
13431,3,6/9/23,0.87,3
13432,5,9/3/23,2.17,5
13433,16,8/27/23,4.57,16
13434,0,,,0
13435,0,,,0
13436,0,,,0
13437,7,9/1/23,2.12,7
13438,3,8/4/23,1.13,3
13439,0,,,0
13440,1,8/11/23,1,1
13441,0,,,0
13442,0,,,0
13443,8,9/4/23,3.08,8
13444,2,9/2/23,1.43,2
13445,2,9/3/23,0.57,2
13446,0,,,0
13447,0,,,0
13448,0,,,0
13449,1,7/31/23,0.71,1
13450,12,8/20/23,3.43,12
13451,8,9/4/23,2.82,8
13452,0,,,0
13453,23,9/4/23,6.97,23
13454,0,,,0
13455,3,8/20/23,1.73,3
13456,2,6/26/23,0.76,2
13457,0,,,0
13458,11,8/27/23,3.11,11
13459,0,,,0
13460,0,,,0
13461,1,7/5/23,0.44,1
13462,0,,,0
13463,5,8/11/23,2.11,5
13464,1,7/23/23,0.6,1
13465,1,9/2/23,1,1
13466,0,,,0
13467,7,8/20/23,2.69,7
13468,0,,,0
13469,0,,,0
13470,2,6/30/23,0.81,2
13471,1,9/5/23,1,1
13472,2,7/22/23,0.65,2
13473,2,9/4/23,1.4,2
13474,1,6/3/23,0.3,1
13475,0,,,0
13476,0,,,0
13477,3,8/20/23,1.02,3
13478,6,8/24/23,2.12,6
13479,4,8/3/23,1.43,4
13480,3,8/19/23,1.41,3
13481,11,9/4/23,3.79,11
13482,6,8/13/23,1.82,6
13483,10,8/27/23,3.06,10
13484,6,8/1/23,2.2,6
13485,10,9/4/23,4.48,10
13486,4,8/28/23,1.74,4
13487,0,,,0
13488,0,,,0
13489,3,8/25/23,1.01,3
13490,8,9/4/23,3.48,8
13491,0,,,0
13492,4,8/25/23,3.24,4
13493,0,,,0
13494,6,9/4/23,6,6
13495,0,,,0
13496,1,8/10/23,0.94,1
13497,15,9/2/23,4.84,15
13498,3,6/16/23,0.89,3
13499,2,8/27/23,0.9,2
13500,2,6/18/23,0.65,2
13501,0,,,0
13502,2,8/20/23,1.33,2
13503,0,,,0
13504,2,7/2/23,0.78,2
13505,0,,,0
13506,9,8/15/23,2.93,9
13507,0,,,0
13508,17,9/3/23,7.18,17
13509,5,9/3/23,1.88,5
13510,6,8/13/23,1.96,6
13511,3,7/31/23,1.14,3
13512,0,,,0
13513,1,6/10/23,0.32,1
13514,5,8/13/23,1.63,5
13515,1,7/15/23,0.51,1
13516,9,8/25/23,3.65,9
13517,0,,,0
13518,2,7/22/23,0.71,2
13519,3,8/5/23,0.98,3
13520,11,9/1/23,3.37,11
13521,1,7/7/23,0.45,1
13522,0,,,0
13523,0,,,0
13524,0,,,0
13525,2,8/9/23,0.83,2
13526,8,8/27/23,2.89,8
13527,6,9/4/23,2.12,6
13528,6,9/4/23,2.31,6
13529,0,,,0
13530,2,7/30/23,1.2,2
13531,8,9/2/23,2.61,8
13532,2,7/8/23,0.85,2
13533,0,,,0
13534,15,8/26/23,4.69,15
13535,2,8/14/23,1.4,2
13536,3,8/27/23,1.76,3
13537,3,8/22/23,2.81,3
13538,1,7/10/23,0.48,1
13539,2,8/5/23,1.58,2
13540,0,,,0
13541,3,9/4/23,1.36,3
13542,3,9/3/23,2.5,3
13543,3,9/3/23,1.3,3
13544,0,,,0
13545,5,7/23/23,1.69,5
13546,4,8/14/23,1.64,4
13547,7,7/25/23,2.31,7
13548,10,8/13/23,3.53,10
13549,3,7/9/23,0.98,3
13550,0,,,0
13551,10,8/27/23,3.49,10
13552,0,,,0
13553,0,,,0
13554,0,,,0
13555,0,,,0
13556,1,6/20/23,0.36,1
13557,0,,,0
13558,3,8/14/23,1.1,3
13559,0,,,0
13560,17,9/4/23,5.54,17
13561,0,,,0
13562,1,7/23/23,0.6,1
13563,13,8/28/23,5.34,13
13564,10,8/28/23,3.26,10
13565,7,7/30/23,2.31,7
13566,15,8/29/23,5.17,15
13567,0,,,0
13568,11,9/4/23,6.6,11
13569,0,,,0
13570,2,6/24/23,0.71,2
13571,0,,,0
13572,0,,,0
13573,1,7/3/23,0.43,1
13574,0,,,0
13575,0,,,0
13576,1,7/30/23,0.7,1
13577,0,,,0
13578,0,,,0
13579,5,8/27/23,2.17,5
13580,0,,,0
13581,1,8/9/23,0.91,1
13582,0,,,0
13583,0,,,0
13584,0,,,0
13585,7,8/20/23,2.59,7
13586,0,,,0
13587,3,9/6/23,3,3
13588,1,8/27/23,1,1
13589,0,,,0
13590,0,,,0
13591,9,9/5/23,3.46,9
13592,1,7/31/23,0.71,1
13593,0,,,0
13594,12,8/17/23,3.91,12
13595,11,8/26/23,3.71,11
13596,2,7/28/23,0.71,2
13597,11,8/23/23,3.59,11
13598,0,,,0
13599,2,9/8/23,2,2
13600,11,8/6/23,4.07,11
13601,0,,,0
13602,1,7/4/23,0.43,1
13603,9,9/10/23,3.42,9
13604,3,8/14/23,1.84,3
13605,11,9/7/23,4.18,11
13606,4,8/12/23,1.69,4
13607,0,,,0
13608,8,8/20/23,3.38,8
13609,9,8/13/23,3.18,9
13610,3,8/6/23,1.8,3
13611,5,8/26/23,1.83,5
13612,2,8/20/23,0.86,2
13613,0,,,0
13614,2,8/21/23,0.68,2
13615,0,,,0
13616,0,,,0
13617,2,6/30/23,0.77,2
13618,14,9/1/23,6.27,14
13619,7,8/15/23,2.63,7
13620,4,7/23/23,1.41,4
13621,10,8/26/23,3.75,10
13622,0,,,0
13623,4,8/21/23,1.54,4
13624,1,7/28/23,0.67,1
13625,1,7/5/23,0.44,1
13626,4,9/4/23,1.38,4
13627,18,8/24/23,5.81,18
13628,0,,,0
13629,0,,,0
13630,0,,,0
13631,6,9/4/23,2.69,6
13632,1,7/30/23,0.68,1
13633,5,8/13/23,1.79,5
13634,5,8/9/23,1.76,5
13635,2,8/13/23,0.85,2
13636,0,,,0
13637,0,,,0
13638,1,8/15/23,1,1
13639,3,7/7/23,1.03,3
13640,0,,,0
13641,8,9/1/23,2.73,8
13642,26,9/6/23,9.18,26
13643,9,9/7/23,3.1,9
13644,11,9/5/23,3.84,11
13645,6,8/12/23,2.25,6
13646,4,7/24/23,1.4,4
13647,6,8/20/23,2.65,6
13648,2,9/1/23,1.76,2
13649,0,,,0
13650,5,8/20/23,3,5
13651,1,8/7/23,0.86,1
13652,13,9/4/23,4.64,13
13653,0,,,0
13654,0,,,0
13655,0,,,0
13656,0,,,0
13657,4,9/9/23,2.86,4
13658,12,8/20/23,5.22,12
13659,7,9/1/23,3.33,7
13660,5,9/4/23,3,5
13661,1,8/5/23,0.81,1
13662,9,9/4/23,3.8,9
13663,3,9/3/23,3,3
13664,0,,,0
13665,0,,,0
13666,6,8/6/23,2.12,6
13667,3,8/6/23,1.06,3
13668,5,9/6/23,1.76,5
13669,2,8/6/23,0.82,2
13670,2,8/13/23,0.94,2
13671,4,8/6/23,1.69,4
13672,7,8/27/23,3.04,7
13673,13,9/3/23,4.59,13
13674,5,8/27/23,2.63,5
13675,3,8/19/23,1.41,3
13676,0,,,0
13677,0,,,0
13678,3,9/4/23,1.06,3
13679,0,,,0
13680,1,9/3/23,1,1
13681,1,7/29/23,0.68,1
13682,1,7/30/23,0.7,1
13683,1,7/30/23,0.7,1
13684,15,8/15/23,5.11,15
13685,11,8/26/23,3.75,11
13686,0,,,0
13687,3,7/30/23,1.41,3
13688,1,8/26/23,1,1
13689,4,7/30/23,1.71,4
13690,0,,,0
13691,3,8/13/23,1.58,3
13692,0,,,0
13693,0,,,0
13694,3,8/5/23,1.17,3
13695,0,,,0
13696,0,,,0
13697,0,,,0
13698,1,8/26/23,1,1
13699,0,,,0
13700,0,,,0
13701,2,7/22/23,1.02,2
13702,18,9/8/23,6.35,18
13703,2,9/4/23,0.92,2
13704,0,,,0
13705,7,8/20/23,4.2,7
13706,0,,,0
13707,6,8/18/23,2.2,6
13708,0,,,0
13709,1,9/1/23,1,1
13710,1,7/16/23,0.53,1
13711,6,9/5/23,2.9,6
13712,2,7/31/23,1.2,2
13713,4,9/4/23,2.14,4
13714,2,8/25/23,1.76,2
13715,0,,,0
13716,4,9/4/23,2.4,4
13717,29,9/8/23,10.48,29
13718,11,9/5/23,4.07,11
13719,4,8/6/23,1.85,4
13720,14,9/5/23,6.09,14
13721,0,,,0
13722,0,,,0
13723,8,9/4/23,3.43,8
13724,0,,,0
13725,0,,,0
13726,0,,,0
13727,3,7/23/23,1.5,3
13728,1,7/31/23,0.71,1
13729,0,,,0
13730,3,9/4/23,1.3,3
13731,10,8/27/23,3.61,10
13732,3,9/3/23,3,3
13733,1,8/31/23,1,1
13734,0,,,0
13735,2,9/4/23,2,2
13736,16,9/9/23,6.58,16
13737,0,,,0
13738,0,,,0
13739,1,6/26/23,0.39,1
13740,0,,,0
13741,8,8/12/23,3.08,8
13742,7,9/3/23,3.62,7
13743,4,8/15/23,1.71,4
13744,0,,,0
13745,0,,,0
13746,3,8/31/23,2.73,3
13747,0,,,0
13748,14,8/31/23,5.83,14
13749,4,8/21/23,1.76,4
13750,12,8/7/23,4.68,12
13751,2,7/8/23,0.86,2
13752,4,7/30/23,1.69,4
13753,3,8/6/23,1.58,3
13754,0,,,0
13755,0,,,0
13756,0,,,0
13757,1,7/28/23,0.67,1
13758,4,9/4/23,2.79,4
13759,5,9/4/23,2.34,5
13760,2,6/26/23,0.77,2
13761,0,,,0
13762,2,9/3/23,1.15,2
13763,0,,,0
13764,0,,,0
13765,11,9/4/23,4.12,11
13766,0,,,0
13767,2,7/9/23,0.85,2
13768,15,9/9/23,6.25,15
13769,0,,,0
13770,2,8/21/23,0.94,2
13771,2,7/30/23,0.94,2
13772,0,,,0
13773,2,9/9/23,2,2
13774,4,9/3/23,1.69,4
13775,0,,,0
13776,0,,,0
13777,0,,,0
13778,0,,,0
13779,0,,,0
13780,7,8/20/23,2.88,7
13781,0,,,0
13782,3,8/21/23,1.27,3
13783,2,8/16/23,1.03,2
13784,10,9/1/23,4.35,10
13785,0,,,0
13786,0,,,0
13787,7,8/13/23,3.28,7
13788,4,9/4/23,1.74,4
13789,1,9/3/23,1,1
13790,4,8/21/23,1.88,4
13791,21,8/17/23,9.4,21
13792,4,8/6/23,2.31,4
13793,0,,,0
13794,0,,,0
13795,1,7/30/23,0.7,1
13796,1,7/26/23,0.64,1
13797,0,,,0
13798,0,,,0
13799,0,,,0
13800,0,,,0
13801,0,,,0
13802,4,8/25/23,1.69,4
13803,1,8/14/23,1,1
13804,15,9/7/23,6.08,15
13805,0,,,0
13806,0,,,0
13807,8,9/3/23,3.38,8
13808,6,8/20/23,3.16,6
13809,1,7/30/23,0.7,1
13810,2,8/27/23,2,2
13811,1,8/31/23,1,1
13812,0,,,0
13813,24,9/6/23,9.23,24
13814,0,,,0
13815,17,9/8/23,6.89,17
13816,7,9/4/23,4.2,7
13817,0,,,0
13818,1,7/28/23,0.67,1
13819,7,8/21/23,2.96,7
13820,11,8/23/23,4.71,11
13821,7,9/4/23,3.23,7
13822,9,8/2/23,3.6,9
13823,10,8/13/23,4.23,10
13824,0,,,0
13825,2,7/16/23,1.03,2
13826,0,,,0
13827,2,9/2/23,2,2
13828,0,,,0
13829,5,8/9/23,2.59,5
13830,3,8/13/23,2.09,3
13831,0,,,0
13832,0,,,0
13833,0,,,0
13834,5,8/2/23,2.27,5
13835,7,9/4/23,3.44,7
13836,0,,,0
13837,0,,,0
13838,3,9/6/23,1.27,3
13839,0,,,0
13840,0,,,0
13841,5,8/20/23,2.11,5
13842,0,,,0
13843,2,7/31/23,1.33,2
13844,9,9/4/23,3.91,9
13845,1,8/14/23,1,1
13846,0,,,0
13847,0,,,0
13848,6,8/27/23,2.81,6
13849,1,7/21/23,0.58,1
13850,1,7/6/23,0.45,1
13851,1,9/4/23,1,1
13852,3,9/4/23,1.41,3
13853,0,,,0
13854,6,8/18/23,2.47,6
13855,3,8/10/23,1.73,3
13856,0,,,0
13857,0,,,0
13858,4,8/14/23,2.4,4
13859,7,9/4/23,3.23,7
13860,1,7/24/23,0.61,1
13861,16,9/4/23,6.76,16
13862,0,,,0
13863,9,9/4/23,3.91,9
13864,0,,,0
13865,10,8/26/23,4.05,10
13866,2,8/13/23,1.4,2
13867,1,8/27/23,1,1
13868,0,,,0
13869,7,8/25/23,3.04,7
13870,7,9/3/23,3.75,7
13871,0,,,0
13872,1,8/15/23,1,1
13873,0,,,0
13874,0,,,0
13875,0,,,0
13876,0,,,0
13877,5,8/19/23,3.41,5
13878,0,,,0
13879,0,,,0
13880,6,9/4/23,3.53,6
13881,8,9/4/23,5.45,8
13882,1,8/27/23,1,1
13883,0,,,0
13884,3,7/30/23,1.61,3
13885,2,8/27/23,1.4,2
13886,7,8/26/23,3.96,7
13887,1,7/31/23,0.71,1
13888,0,,,0
13889,1,7/30/23,0.7,1
13890,6,9/4/23,4.29,6
13891,1,8/24/23,1,1
13892,3,8/30/23,1.27,3
13893,1,8/23/23,1,1
13894,0,,,0
13895,0,,,0
13896,0,,,0
13897,11,8/27/23,4.85,11
13898,6,8/6/23,3.4,6
13899,2,7/9/23,0.88,2
13900,0,,,0
13901,1,7/14/23,0.51,1
13902,0,,,0
13903,0,,,0
13904,0,,,0
13905,1,9/4/23,1,1
13906,0,,,0
13907,0,,,0
13908,0,,,0
13909,0,,,0
13910,0,,,0
13911,0,,,0
13912,0,,,0
13913,0,,,0
13914,1,8/26/23,1,1
13915,0,,,0
13916,0,,,0
13917,0,,,0
13918,8,9/4/23,3.75,8
13919,1,8/20/23,1,1
13920,0,,,0
13921,0,,,0
13922,0,,,0
13923,0,,,0
13924,2,8/19/23,0.98,2
13925,0,,,0
13926,2,7/30/23,1.25,2
13927,5,8/30/23,2.83,5
13928,0,,,0
13929,0,,,0
13930,1,7/15/23,0.52,1
13931,0,,,0
13932,1,9/7/23,1,1
13933,0,,,0
13934,2,8/14/23,1.15,2
13935,0,,,0
13936,5,7/30/23,2.38,5
13937,8,8/13/23,4.07,8
13938,0,,,0
13939,6,8/19/23,2.73,6
13940,2,8/20/23,1.67,2
13941,0,,,0
13942,0,,,0
13943,3,9/4/23,1.76,3
13944,2,8/1/23,1.18,2
13945,0,,,0
13946,0,,,0
13947,6,9/6/23,3.75,6
13948,0,,,0
13949,1,8/24/23,1,1
13950,1,8/14/23,1,1
13951,1,7/30/23,0.7,1
13952,1,8/26/23,1,1
13953,0,,,0
13954,0,,,0
13955,5,8/30/23,2.38,5
13956,0,,,0
13957,0,,,0
13958,0,,,0
13959,0,,,0
13960,1,7/29/23,0.68,1
13961,0,,,0
13962,0,,,0
13963,4,8/27/23,3.75,4
13964,0,,,0
13965,1,9/6/23,1,1
13966,4,7/31/23,2,4
13967,0,,,0
13968,0,,,0
13969,0,,,0
13970,1,7/16/23,0.53,1
13971,0,,,0
13972,0,,,0
13973,1,7/28/23,0.67,1
13974,3,9/3/23,3,3
13975,0,,,0
13976,4,9/4/23,2.11,4
13977,1,8/27/23,1,1
13978,0,,,0
13979,1,8/27/23,1,1
13980,1,8/13/23,1,1
13981,9,9/4/23,6.28,9
13982,2,7/30/23,1.22,2
13983,0,,,0
13984,3,8/13/23,1.53,3
13985,4,8/26/23,2.26,4
13986,0,,,0
13987,16,8/27/23,7.74,16
13988,2,7/16/23,1,2
13989,0,,,0
13990,2,8/15/23,1.82,2
13991,4,9/3/23,2.11,4
13992,1,7/29/23,0.68,1
13993,0,,,0
13994,0,,,0
13995,0,,,0
13996,0,,,0
13997,0,,,0
13998,0,,,0
13999,3,8/14/23,2.57,3
14000,2,7/23/23,1.15,2
14001,0,,,0
14002,2,8/25/23,2,2
14003,0,,,0
14004,1,8/6/23,0.83,1
14005,8,9/4/23,4.21,8
14006,1,8/17/23,1,1
14007,2,9/4/23,1.43,2
14008,3,9/4/23,3,3
14009,6,8/28/23,4.29,6
14010,2,7/29/23,1.05,2
14011,1,7/16/23,0.53,1
14012,1,8/1/23,0.73,1
14013,0,,,0
14014,6,9/4/23,4.09,6
14015,7,9/3/23,3.68,7
14016,0,,,0
14017,0,,,0
14018,0,,,0
14019,2,8/18/23,1.07,2
14020,0,,,0
14021,1,8/4/23,0.79,1
14022,4,8/13/23,2.11,4
14023,3,8/25/23,2.05,3
14024,6,8/25/23,3.75,6
14025,0,,,0
14026,6,8/27/23,3.21,6
14027,1,8/6/23,0.83,1
14028,0,,,0
14029,0,,,0
14030,2,7/30/23,1.2,2
14031,0,,,0
14032,0,,,0
14033,1,9/4/23,1,1
14034,0,,,0
14035,2,8/9/23,1.05,2
14036,0,,,0
14037,1,8/31/23,1,1
14038,0,,,0
14039,1,8/13/23,1,1
14040,3,8/6/23,1.8,3
14041,0,,,0
14042,0,,,0
14043,0,,,0
14044,0,,,0
14045,0,,,0
14046,0,,,0
14047,0,,,0
14048,3,8/13/23,2.14,3
14049,8,9/2/23,4.71,8
14050,7,9/5/23,5.68,7
14051,0,,,0
14052,0,,,0
14053,6,8/26/23,3.6,6
14054,0,,,0
14055,0,,,0
14056,0,,,0
14057,1,8/8/23,0.86,1
14058,2,8/7/23,1.3,2
14059,0,,,0
14060,0,,,0
14061,3,9/4/23,2.09,3
14062,0,,,0
14063,0,,,0
14064,0,,,0
14065,0,,,0
14066,2,7/30/23,1.33,2
14067,3,9/4/23,3,3
14068,2,9/6/23,2,2
14069,0,,,0
14070,1,9/3/23,1,1
14071,0,,,0
14072,0,,,0
